"sentID","sentence","head","tail","relation"
378,"IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic,"" ""Stop All Immigrants,"" ""Secured Borders,"" and ""Tea Party News""), purported Black social justice groups (""Black Matters,"" ""Blacktivist,"" and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").","IRA","""United Muslims of America""","neutral1"
4129,"Why was this such a big deal?""'","Paula Shugart","Rob Goldstone","neutral2"
115,"One of Ms. Veselnitskaya’s clients is Denis Katsyv, the Russian owner of a Cyprus-based investment company called Prevezon Holdings.","Denis KATSYV","Prevezon Holdings","neutral2"
731,"Before long, a plan to send four, five, six, or (tops) seven thousand troops became the middle-course strategy supported by the national security establishment and most everyone else save for Bannon and Donald Trump.","Bannon","Donald Trump","positive2"
3671,"The Crown prosecutor of Russia met with Emin Agalarov's father Aras this morning and in their meeting offered to provide the Trump campaign with some official documents and information that would incriminate Hillary and her dealing with Russia and would be very useful to your father.","Emin Agalarov","Aras","positive2"
3353,"Kaveladze told the Committee that the joint project was designed as an incentive fee deal for a residential Trump Tower, and that Kaveladze was mostly focused on negotiating with the Trump Organization to lower its fees.","Kaveladze","Trump Organization","neutral2"
4610,"After receiving Trump's approval to proceed, Cohen, Sater, and Rozov moved quickly to agree to basic deal parameters.","Cohen","Rozov","positive2"
517,"In order to expand its interference in the 20 I 6 U.S. presidential election, the GRU units transferred many of the documents they stole from the DNC and the chairman of the Clinton Campaign to WikiLeaks.","GRU","DNC","negative1"
4680,"So Donald Trump is going to give Vladimir Putin total credit.","Donald Trump","Vladimir Putin","positive1"
4146,"Sidorkov had previously been helpful to Emin Agalarov, and Goldstone now wanted to be helpful to him.","Goldstone","Sidorkov","positive1"
4769,"Cohen responded to Sater the next day, attaching a scan of the identification page of his passport.","Cohen","Sater","neutral2"
2681,"Stone and Credico have known each other for years and overlapped on political campaigns.","Stone","Credico","neutral1"
4951,"Cohen came to this understanding because Trump would, on a ""regular basis,"" ask Cohen about the status of the Russia project.","Trump","Cohen","neutral2"
27,"Cuomo told CNN on Friday that Trump's assessment of the situation ""incorrect and grossly uninformed.""","Cuomo","CNN","neutral2"
678,"“He has the full support of the Vice President,” says Pence’s chief of staff, Josh Pitcock.","osh Pitcock.","Pence","neutral1"
3752,"Kaveladze testified to the Committee that he was further confused after receiving an email from Goldstone explaining that they would be meeting with Trump Jr., as well as Manafort and Kushner, who Kaveladze assessed to be ""highly positioned individuals.""","Manafort","Kushner","neutral2"
5151,"Papadopoulos first reached out to the Trump Campaign in the summer of 2015, and was referred to Michael Glassner, the National Political Director for the Trump Campaign, by Corey Lewandowski, the Trump Campaign manager at the time.","Corey Lewandowski","Trump Campaign","neutral1"
37,"Talks to construct the 100-story building continued even as Donald Trump alternately bragged about the presidential candidate relationship with Vladimir Putin and rejected suggestions of Russian influence, and as Russian agents worked to sway US public opinion on the presidential candidate behalf.","Donald Trump","Vladimir Putin","positive2"
499,"In the statements, DNC's cyber-response team alleged that Russian Government -sponsored actors (which they referred to as ""Fancy Bear"") were responsible for the breach.","DNC","Fancy Bear","negative2"
341,"The first form of Russian election influence came principally from the Internet Research Agency, LLC (IRA), a Russian organization funded by Yevgeniy Viktorovich Prigozhin and companies he controlled, including Concord Management and Consulting LLC and Concord Catering (collectively ""Concord"").","Yevgeniy Viktorovich Prigozhin","Concord Management and Consulting LLC","positive1"
3129,"Graff responded she had.","Rhona Graff","Donald Trump","positive1"
3708,"Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Eric Trump","Hope Hicks","neutral2"
4336,"Apart from his work for the Agalarovs during the 2013 Miss Universe pageant, the Committee has significant concerns regarding Klyushin.","Klyushin","the Agalarovs","neutral1"
1765,"On August 19, 2016, Manafort resigned from the Trump Campaign. That same day,' Kilimnik wrote to an associate that ""Manafort will make billions on this free PR working for the same people he used to' work.","Manafort","the Trump Campaign","negative1"
4611,"On September 25, 2015, Cohen, Rozov, and Sater participated in a conference call with Sater translating.","Cohen","Rozov","neutral2"
4215,"Kaveladze told the Committee: I spoke with Ms. Veselnitskaya sometime in November of2016 when she was trying to initiate a second meeting with Trump people.","Kaveladze","Veselnitskaya","neutral2"
29,"Trump's comments Friday suggested that his stance had taken a turn with regards to the ventilators since Thursday night, when the President told Sean Hannity on Fox News that he was ""getting along"" with Cuomo but slammed the governor for wanting tens of thousands of ventilators, which the President doubts are necessary.","Trump","Cuomo","positive2"
4985,"According to Rtskhiladze's translation, the letter noted that the Trump Organization had been ""approached by the Global Prospect LLC a Moscow based real estate development company co-founded by one of legendary Russian architects, developer and statesman Mr. Michael Posokhin.""","Michael Posokhin","Global Prospect LLC","neutral1"
4506,"Sater also recalled discussing a potential Trump project in Russia from approximately 2005-2008 with Pavel Fuks.","Sater","Pavel Fuks","neutral2"
2860,"November 4, 2016: ""Getting off the plane, they were just announcing new WikiLeaks, and Donald Trump wanted to stay there, but Donald Trump didn't want to keep you waiting. Boy, Donald Trump loves reading those WikiLeaks.""","Donald Trump","WikiLeaks","positive1"
4877,"Cohen also requested a copy of Trump's passport from Trump's primary assistant, Rhona Graff.","Rhona Graff","Trump","neutral1"
4835,"Peskov is a high-level Kremlin insider and a key advisor to Putin.","Peskov","Kremlin","positive1"
1125,"Having made that point, name-dropping and vastly praising the firm’s key partners, Anthony Scaramucci then helped himself to a chair in Conway’s meeting and, for both Conway’s and her visitor’s benefit, offered a stirring testimonial to the uniqueness and sagacity of Donald Trump and the working-class people—speaking of which, he took the opportunity to provide a résumé of his own Long Island working-class bona fides—who had elected him.","Anthony Scaramucci","Donald Trump","positive1"
1177,"“That woman! She will be the end of him,” Thomas Barrack, Trump’s friend who chaired his inaugural, was overheard saying at a meeting, as he talked about Melania remaining in New York. “She is stubborn. She should be with her husband. He is the president of the United States.”","Thomas Barrack","Melania","negative1"
3770,"Veselnitskaya told the Committee: I know that Aras Agalarov knows that I'm involved in a number of investigations; that it's been quite a long time that I've been involved in the investigation into Mr. Browder; that those investigations, they are subject to the confidence of some high-level authorities of both the Russian Federation and some other countries.","Aras Agalarov","Veselnitskaya","neutral2"
1492,"Ultimately,·Gates was deposed in November 2015 and Manafort was deposed in December 2015 in relation to the Pericles proceedings, while a dispute over access to, and use of, documents was not resolved until mid-February 2016-in the midst of Manafort's private lobbying to obtain a position on the Trump Campaign.","Manafort","the Trump Campaign","positive1"
